stock1,stock2,trade_capital,open,loss,reward,open_num
1101,2883,81.87700000000001,3.254488356362935,7.52294907720547,0.07700000000000529,1
1301,2492,499.95,2.1048266865449103,22.69250838613482,-4.128299999999982,1
1216,2201,181.164375,2.9250000000000016,20.10344827586205,-0.18177499999998759,1
1303,2049,671.33225,3.254488356362935,7.52294907720547,0.4425000000000523,1
1303,3019,705.483,1.4616844455470226,11.091664599354965,0.8840000000000146,1
1303,6116,124.76159999999999,1.9903685727286529,4.999999999999846,-0.09552500000000208,1
1314,1476,311.85,1.8079859466287909,5.99999999999997,0.22912500000003888,1
1314,2353,128.5385,1.1433818417759427,7.290679890624436,0.34697499999998627,1
1314,2395,277.08375,1.1433818417759427,7.290679890624436,0.3337500000000233,1
1314,2603,29.253700000000002,1.1433818417759427,7.290679890624436,0.053500000000001435,1
1314,2883,85.29905000000001,1.5278527918781692,16.150050761421287,0.11537500000002154,1
1314,2885,70.19454999999999,1.8079859466287909,5.99999999999997,0.24454999999999671,1
1476,2888,295.2,1.1433818417759427,7.290679890624436,-0.24237500000000267,1
1476,3019,796.05,1.4616844455470226,11.091664599354965,3.1665000000000987,1
2105,3481,114.22035000000001,1.4616844455470226,11.091664599354965,0.06797500000001122,1
2049,2888,343.4235,1.4616844455470226,11.091664599354965,0.6845000000000283,1
2049,2891,395.39812500000005,2.2011242403781104,9.193923024983164,0.6061250000000484,1
2201,2308,268.84612500000003,2.9250000000000016,20.10344827586205,-0.4038749999999709,1
2201,2313,168.384375,1.8079859466287909,5.99999999999997,0.3890750000000196,1
2201,2317,217.614375,2.030242211571373,14.706692913385783,-0.34237499999997567,1
2201,3231,46.627875,1.9903685727286529,4.999999999999846,0.026274999999998272,1
2201,3481,110.62575000000001,1.8079859466287909,5.99999999999997,-0.17624999999998892,1
2201,6116,54.412875,1.8079859466287909,5.99999999999997,-0.23640000000000683,1
2308,2408,977.3240000000001,2.9250000000000016,20.10344827586205,-2.5284999999999513,1
2308,3481,213.928625,1.4616844455470226,11.091664599354965,0.4286250000000109,1
2308,6116,180.675,1.4616844455470226,11.091664599354965,-0.05149999999999011,1
2313,2353,145.85022500000002,1.1433818417759427,7.290679890624436,0.2643500000000145,1
2313,2409,109.300375,1.8079859466287909,5.99999999999997,0.07525000000001114,1
2313,2881,298.11975,1.5278527918781692,16.150050761421287,0.4449000000000112,1
2313,3019,268.4253,1.1433818417759427,7.290679890624436,0.4093000000000089,1
2317,2888,145.223125,3.254488356362935,7.52294907720547,0.2663750000000178,1
2330,6116,268.875,2.2011242403781104,9.193923024983164,0.30075000000000784,1
2353,2888,60.1985,1.4616844455470226,11.091664599354965,0.10640000000000782,1
2383,2888,153.77312500000002,1.8079859466287909,5.99999999999997,0.7513750000000172,1
2395,2881,458.81075000000004,2.2011242403781104,9.193923024983164,0.3107500000000414,1
2395,9945,329.175,2.030242211571373,14.706692913385783,0.44987500000002,1
2409,6176,118.935,1.8079859466287909,5.99999999999997,0.20117500000000632,1
2409,9904,134.1131,2.9250000000000016,20.10344827586205,0.23834999999999695,1
2408,3481,139.95,1.8079859466287909,5.99999999999997,0.016375000000010687,1
2603,3481,41.2548,2.030242211571373,14.706692913385783,0.08385000000000531,1
2881,2882,349.41975,2.9250000000000016,20.10344827586205,0.7595500000000186,1
2881,3019,361.9705,1.8916951729380467,12.846636259977194,0.4375000000000284,1
2881,9904,84.14895000000001,2.9250000000000016,20.10344827586205,0.11815000000001419,1
2881,9933,90.89895000000001,4.2079168858495475,14.57469752761706,0.15682500000001198,1
2881,9945,339.78975,2.9250000000000016,20.10344827586205,0.4753000000000185,1
2888,2891,49.57425,2.9250000000000016,20.10344827586205,0.07395000000000174,1
2888,2915,87.91850000000001,1.4616844455470226,11.091664599354965,0.16005000000000535,1
2888,3019,167.99125,2.9250000000000016,20.10344827586205,1.2393750000000168,1
2882,2888,99.323125,1.4616844455470226,11.091664599354965,0.09287500000000648,1
2882,2915,147.19975,1.8079859466287909,5.99999999999997,0.16284999999999883,1
2915,3019,309.377,1.9903685727286529,4.999999999999846,0.40380000000001814,1
2915,3481,113.42155,1.9903685727286529,4.999999999999846,0.16917500000000274,1
3019,9933,323.69125,2.9250000000000016,20.10344827586205,0.7302500000000265,1
3044,6116,148.22635,2.9250000000000016,20.10344827586205,0.31885000000001185,1
3481,6176,127.10100000000001,1.8916951729380467,12.846636259977194,-0.0009999999999763531,1
6116,9904,66.759125,2.9250000000000016,20.10344827586205,0.09462500000000773,1
