stock1,stock2,model_type,w1,w2,pval,snr,mu,stdev,skewness,Emu,Estd,action
1326,1909,model2,-0.6563342796289455,0.3436657203710544,0.001,0.9550696990041679,-2.069727069937553,0.0011619503148047492,-0.010375691819451964,-2.069716281831429,0.0011668411634595294,0
1326,6456,model1,-0.5232846207870989,0.47671537921290097,0.8672688243781121,0.6930538877172202,-6.117882192381666e-06,0.0012792899453967935,0.4121485334953279,8.881784197001252e-16,0.0012845068035162352,5
1314,1326,model1,-0.6432621106915558,0.3567378893084442,0.8820093332426397,0.3462552344111607,-7.382129154332043e-05,0.0017841658160680461,-0.7206827527086254,-2.664535259100376e-15,0.0017740276585419285,24
1314,1909,model2,0.9216114279560508,0.0783885720439493,0.001,0.4763568018740028,2.68260985620458,0.0022115304691895307,-0.009369927477607069,2.6825116214997022,0.0022071151856095854,0
1314,2301,model1,-0.5739754372346999,0.4260245627653,0.8066853813256247,0.4386654131071621,-7.857571130170863e-05,0.0014949488518541346,-0.417764675019866,-6.661338147750938e-16,0.0014364020232171435,0
1314,2347,model3,-0.629374811482755,0.3706251885172451,0.2348132656865849,0.6220804332276713,-0.2803773970485451,0.0013789115538505635,-0.5105771647339308,-0.28035340842883505,0.0013754588919519695,0
1314,2353,model1,-0.5453392500048931,0.454660749995107,0.7326799084722974,0.6066846930769914,-3.7364441626972496e-05,0.001352867087055498,0.08028714184148437,0.0,0.001356322208308747,24
1314,2915,model3,-0.7399409291900333,0.2600590708099668,0.013486748902314244,0.6065776360550935,-0.8836463144382409,0.0016894670392643332,-0.15346985083195264,-0.8836284238214478,0.0016941058266515927,5
1314,3034,model1,-0.6539596219298913,0.34604037807010873,0.7678345108966443,0.6626067911506935,1.3263342063834689e-05,0.0016169700722390005,0.7945668253045844,2.220446049250313e-16,0.0016222160513396993,24
1314,4938,model1,-0.6128468234012567,0.3871531765987433,0.9779986313321024,0.4658102972845845,-6.697769175475117e-05,0.0015177182382813284,0.08477340500020825,-3.530509218307998e-14,0.0015204611121738586,5
1314,6176,model3,-0.678663253294581,0.32133674670541906,0.009942908744771791,0.5048554805449931,-0.4566839117389814,0.001585561895576182,-0.6068798137757477,-0.4566541850982497,0.0015872986318334946,24
1314,6456,model1,-0.664353054572699,0.335646945427301,0.8821333512412588,0.3930207784504078,-7.526673757815683e-05,0.0018492440600880585,-0.6018088095109344,-4.440892098500626e-16,0.0018410851830785312,24
1301,6176,model3,-0.3529793381575831,0.6470206618424169,0.1126211768366308,1.4801518856961615,1.0417636011391105,0.0009789045653873826,0.04236898146836411,1.041741933170978,0.0009773203614907404,18
1536,6176,model3,-0.3635488410937287,0.6364511589062712,0.06393236818018955,0.8645442791070042,0.8906831742371462,0.0009800013497961817,-0.3170789768370728,0.8906736697900324,0.000977721213059737,18
1477,2886,model3,-0.013333289959080024,0.9866667100409201,0.14736669795949492,0.6043018199458057,3.1292439655825457,0.0007812162268393085,0.29544630078925915,3.1291698227950335,0.0007862542727290673,4
1477,6176,model2,0.10692642092912892,-0.8930735790708711,0.001,0.4363964309436739,-3.1817224415063365,0.0013762842199005671,0.625501062398532,-3.1816253870895155,0.0013703782076357133,9
2049,6116,model3,0.14932449744948273,0.8506755025505173,0.024716521218402544,0.12039195733616168,2.6242558901659927,0.0014232252496950172,0.3036989954817136,2.624131104599826,0.001440159454889694,24
1909,2353,model3,-0.1796149189210117,0.8203850810789883,0.03216370292962276,0.2942908166629193,2.049318385794348,0.0015474494932103569,-0.31628325518907274,2.0491856042853205,0.0015780449103411265,13
1909,6456,model3,-0.4612973788874952,0.5387026211125047,0.05892751708978607,0.3445069991421965,1.3953663248934225,0.0016337755887870075,0.8118258583876722,1.3953668675494482,0.0016393219181248331,8
2301,2347,model3,-0.6789351722395753,0.32106482776042466,0.2296900129390501,0.23018847695258324,-1.2210452126260325,0.0010124391130646678,0.3581186749772277,-1.221178734847312,0.0008982568499432486,3
2301,2353,model1,-0.4709595504601519,0.5290404495398482,0.9514013539723594,0.2306158018821628,0.000143555023062083,0.0011108213300253644,-0.15916703178907354,7.327471962526032e-15,0.0010571642382710515,8
2301,2377,model1,-0.5641142154460506,0.43588578455394944,0.9181253695507992,0.15532782043105894,0.0002521495388693899,0.002105781473135449,0.1399509192334835,5.692779581067952e-12,0.001869187845268568,0
2301,6116,model2,0.6562303396074147,-0.3437696603925854,0.001,0.25049578655680216,1.6168242472750791,0.0009930005106230657,-0.21061896076245512,1.6168862113609157,0.0009112112940867918,24
2301,6176,model3,-0.7145704838694705,0.2854295161305295,0.013587951800849572,0.13946401202461225,-1.3583837790137587,0.0012653988801023955,0.4902955357070506,-1.358565239946958,0.001096380183347112,24
2301,6456,model1,-0.5949904303335554,0.4050095696664447,0.9857244988896232,0.3471229753247121,8.182863958258106e-05,0.001059058252332238,0.296430595519438,0.0,0.0010069299772075971,8
2324,2344,model3,-0.5927440596158571,0.4072559403841431,0.044753119895737686,0.43490931319316345,-0.6052181883019881,0.001019089844177843,0.2743974203433756,-0.605290059962303,0.000997246915965715,24
2324,3034,model3,-0.5991007411451357,0.4008992588548642,0.06528936125687439,0.3513185680195235,0.2480398717124568,0.0014079934910589571,0.5515155315159388,0.2480776938240585,0.0014131270702646814,8
2353,2915,model3,-0.6624018552756394,0.3375981447243607,0.048001742325401074,0.35189800784919184,-0.7074341727721005,0.0012275151602919488,-0.056338780283288765,-0.7074293357077213,0.0012339785110310464,24
2353,6116,model3,-0.9134268666874984,0.0865731333125017,0.02150343644052877,0.25569424851968603,-2.718319482865156,0.0017131423720546089,0.541438981699014,-2.7181365009637317,0.0017758825602020292,24
2353,6456,model1,-0.6226703873240912,0.3773296126759088,0.7665653071801691,0.3561241496340493,-3.5163396388241765e-05,0.0012490855446254429,0.07624650256318521,-4.307665335545608e-14,0.0012629103852378734,14
2344,2377,model3,-0.5484534163573863,0.4515465836426137,0.011612789260388563,0.2546111880248844,0.5575034605019771,0.0022492298830074533,-0.1851612529135482,0.5578667525914245,0.002264653637371908,4
2344,2409,model3,-0.42792711704636266,0.5720728829536372,0.14981499663298706,1.344843618421961,0.28317096360661925,0.0010177839904075103,0.4348495533923111,0.28322512015069523,0.0009737247555778171,4
