stock1,stock2,reward,theshold choose
1303,2330,0,1
1303,3702,0,1
1402,2313,0.16835000000000377,1
1402,2383,0,1
1402,2888,0,1
1402,2890,0,1
1402,3481,0.09247499999999853,1
1402,3706,-1.4885499999999894,0
1402,5264,2.359499999999997,1
1402,6285,0,1
1402,9904,0,1
1301,1402,0,1
1301,2313,0,1
1301,3019,0,1
1301,6285,0,1
1301,9904,0,1
1326,1402,0,1
1326,2313,0,1
1326,2376,0,1
1326,2449,0,1
1326,2881,0,1
1326,3706,0,1
1326,5264,0,1
1326,6285,0,1
1326,9904,0,1
1477,9904,0.2276250000000175,1
1536,2344,0.14637500000000614,1
1536,2449,0,1
1536,4915,0,1
1723,2313,0,1
1723,2330,0,1
1723,2344,0,1
1723,2356,0,1
1723,2357,0.9845000000001676,1
1723,2376,0,1
1723,2383,0,1
1723,2454,0,1
1723,2888,0,1
1723,2890,0,1
1723,4915,0,1
1723,6285,0,1
1723,9904,0.27565000000002726,1
2002,4915,0,1
2002,5264,0.4151250000000175,1
2308,2311,0,1
2308,2313,0,1
2308,2356,0,1
2308,2449,0.25950000000000983,1
2308,2474,0,1
2308,2610,0,1
2308,2888,0,1
2308,2890,0,1
2308,2891,0.3566250000000082,1
2308,3706,-3.534374999999983,1
2308,5264,3.493250000000046,1
2311,2313,0,1
2311,2330,0,1
2311,2356,0,1
2311,2383,0,1
2311,2801,0,1
2311,2888,0,1
2311,2892,0,1
2311,3706,0,1
2311,4958,0,1
2311,6285,0,1
2327,2357,2.1205000000001633,1
2327,2376,0,1
2327,2383,1.1490000000000151,1
2327,4915,0,1
2327,9904,0,1
2313,2330,0.3212000000000046,1
2313,2344,0,1
2313,2356,0,1
2313,2357,0,1
2313,2376,0,1
2313,2383,-0.9493499999999813,1
2313,2801,0,1
2313,2888,0,1
2313,3189,0,1
2313,3706,-2.0760250000000013,1
2313,5264,0,1
2313,6285,-2.125599999999949,1
2313,9904,-0.2607999999999926,1
2330,2356,0,1
2330,2376,0,1
2330,2610,0,1
2330,2888,0,1
2330,3481,0.8146250000000066,1
2330,5264,0,1
2330,6285,0,1
2330,9910,0,1
2344,2356,0,1
2344,2357,0,1
2344,2454,0,1
2344,2890,0,1
2344,3019,-2.5321999999999747,1
2344,3481,0.1293500000000023,1
2344,3706,0,1
2344,5264,3.9223500000000513,1
2356,2383,0,1
2356,2385,0,1
2356,2449,0,1
2356,2454,0,1
2356,2603,0,1
2356,2633,0,1
2356,2881,-0.5153249999999829,0
2356,2888,0,1
2356,2890,0,1
2356,2891,0,1
2356,3702,0,1
2356,3706,0,1
2356,5264,0.4170000000000158,1
2356,6285,0,1
2356,9904,-0.5700999999999752,0
2357,2376,0,1
2357,2385,0,1
2357,2801,0,1
2357,2881,0.9236000000000786,1
2357,2891,0,1
2357,3702,0,1
2357,3706,-2.218874999999997,1
2357,4958,0,1
2357,6285,0,1
2357,9904,0,1
2357,9933,0,1
2376,2449,0,1
2376,2454,0,1
2376,2603,0,1
2376,2881,0,1
2376,2888,0,1
2376,2891,0,1
2376,3034,0,1
2376,3481,0,1
2376,3706,0,1
2376,4915,0,1
2376,4958,0,1
2376,5264,0.6658000000000186,1
2376,6285,0,1
2376,9904,0,1
2376,9910,0,1
2385,2801,0,1
2385,2888,0,1
2385,3481,0,1
2385,3706,0,1
2385,5264,0,1
2385,9933,0,1
2383,2449,0,1
2383,2801,0,1
2383,2888,0,1
2383,3481,0,1
2383,3706,-1.9871249999999918,1
2383,4915,-2.587949999999992,1
2383,4958,0,1
2383,6285,0,1
2383,9904,0,1
2439,3481,0.9242999999999988,1
2408,5264,1.3010000000000161,1
2408,6285,0,1
2454,3481,0,1
2454,3706,-1.1746249999999634,1
2454,4958,0,1
2454,5264,1.15625,1
2454,6285,0,1
2474,2890,0,1
2474,3702,0,1
2474,5264,3.17775000000006,1
2603,5264,0,1
2603,9904,0,1
2449,2454,0,1
2449,2801,0,1
2449,2888,0,1
2449,2890,0,1
2449,3706,-1.9353249999999989,1
2449,5264,0,1
2449,6176,0,1
2449,9910,0,1
2449,9914,0,1
2449,9933,0.5079500000000223,1
2610,2890,0,1
2610,3034,0,1
2610,3706,0,1
2610,5264,0,1
2801,2888,0,1
2801,2891,0,1
2801,3481,0,1
2801,3702,0,1
2801,6285,0,1
2801,9933,0,1
2881,3189,0,1
2881,3706,0,1
2881,5264,0,1
2881,9904,0,1
2881,9910,0.25685000000004266,1
2888,3481,0,1
2888,3706,0,1
2888,4915,0,1
2888,4958,-0.0712999999999866,1
2888,5264,0,1
2888,6285,0.10560000000001679,1
2888,9904,0,1
2888,9910,0,1
2891,3702,0,1
2891,3706,-1.9053749999999923,1
2891,6285,0.2182250000000039,1
2891,9910,0,1
2890,2891,0,1
2890,3481,0,1
2890,3673,0,1
2890,3706,0,1
2890,5264,0,1
2890,6285,0,1
2890,9904,0,1
3034,3706,-1.2224999999999824,0
3034,5264,0,1
3034,9910,0.6355000000000217,1
3189,6285,0,1
3481,3706,-1.3457249999999803,1
3481,4958,0,1
3481,5264,0,1
3702,3706,0,1
3702,5264,0.6249000000000251,1
3702,9910,0,1
3706,4915,0.061650000000028626,0
3706,4958,-1.1510999999999854,0
3706,5264,0.9714250000000249,1
3706,6285,0,1
3706,9904,0,1
3706,9910,0,1
4915,5264,3.034500000000051,1
4915,6285,0,1
4915,9914,-0.41045000000001153,1
4958,5264,0,1
5264,6285,0,1
5264,9904,0,1
5264,9910,0,1
6285,9904,0,1
6285,9910,0,1
