stock1,stock2,reward,theshold choose
1102,2345,-3.1432499999999663,0
1102,2883,0,1
1102,2890,0,1
1102,3231,0,1
1319,2103,0,1
1319,2204,0,1
1319,2891,0,1
1319,3682,0,1
1314,2301,0.5325249999999997,1
1314,2330,0.6253750000000124,1
1314,2345,0.40612499999999585,1
1314,2439,1.670375,1
1314,2448,0.3669500000000028,1
1314,2449,-0.04420000000000712,1
1314,2542,-0.11589999999998923,1
1314,2603,0,1
1314,2801,0,1
1314,2883,0.23502500000000026,1
1314,2885,0.5332750000000033,1
1314,2890,0.1506649999999965,1
1314,2892,0.13684999999999548,1
1314,2912,1.7760000000000389,1
1314,3231,0.35430000000000206,1
1314,3481,0,1
1314,4904,0.24884999999999025,1
1314,5880,0,1
1314,9914,2.427500000000009,1
1504,2330,0,1
1504,2801,0,1
1477,2449,0,1
1477,2885,0,1
2103,2353,-0.3675999999999888,1
2103,2439,0,1
2103,2448,-0.8463749999999948,0
2103,2603,0,1
2103,2801,0,1
2103,5880,0,1
2103,6269,0,1
2204,2353,0,1
2204,2356,0,1
2204,2357,0,1
2204,2603,0,1
2204,3682,0,1
2204,4904,0,1
2204,5880,0.15267500000000211,1
2204,6239,0,1
2301,2330,0.6159500000000548,1
2301,2439,0,1
2301,2448,0,1
2301,2449,0,1
2301,2603,0.4175250000000119,1
2301,2885,0.02240000000000464,1
2301,3682,0.24617500000000092,1
2313,2324,0,1
2313,2345,-5.733374999999995,0
2313,2352,-0.265199999999993,1
2313,2448,-1.2524999999999835,1
2313,2603,0.17470000000000496,1
2313,2883,-0.1334299999999935,1
2313,2888,0,1
2313,2890,0,1
2313,2892,0,1
2313,3231,-0.8222499999999968,1
2313,3673,2.493750000000034,1
2313,5880,0.15082500000001176,1
2313,6456,0,1
2324,2356,0,1
2324,2603,0.0877250000000096,1
2324,3682,0,1
2324,6239,0,1
2330,2345,-2.7011999999999716,0
2330,2448,0,1
2330,2603,0,1
2330,2801,0,1
2330,2883,0.2014000000000138,1
2330,2885,0,1
2330,2892,0,1
2330,5880,0,1
2345,2352,0.4592500000000115,1
2345,2603,-1.1578249999999883,0
2345,2801,0,1
2345,2880,0,1
2345,2885,0.24675000000002,1
2345,2887,0,1
2345,2892,0,1
2345,3231,-0.8344499999999755,1
2345,3702,-0.9783999999999935,0
2345,5880,0.22987500000002115,1
2345,6239,-4.811649999999986,0
2344,2880,0,1
2344,5880,0.1087750000000085,1
2344,9945,0.4190250000000262,1
2352,2449,0,1
2352,2603,0.13382500000000874,1
2352,2883,0,1
2352,2885,0,1
2352,3231,0,1
2356,6456,0,1
2353,2439,0,1
2353,2603,0.3751250000000095,1
2353,2891,0,1
2353,3019,0,1
2353,3673,-1.2647499999999923,1
2353,3682,-0.12158499999999783,1
2357,2891,0,1
2409,2892,0.029924999999998647,1
2409,3481,-0.1871249999999982,0
2439,2449,0,1
2439,3682,0,1
2448,2603,0,1
2448,2885,0,1
2448,3481,-0.702525000000005,1
2448,6239,0,1
2448,6269,0,1
2449,2603,0,1
2449,2801,0,1
2449,2883,0,1
2449,2912,0,1
2449,3231,0,1
2449,6239,0,1
2492,2603,0,1
2492,5880,-0.0848749999999896,1
2542,2887,0,1
2603,2883,-0.015434999999996535,1
2603,2885,0,1
2603,2892,0,1
2603,2915,-0.32767499999998506,1
2603,3231,0,1
2603,3406,0,1
2603,3682,0,1
2603,5880,0,1
2603,9914,-1.084124999999986,1
2801,4904,0,1
2801,5880,0,1
2812,6269,0,1
2823,3231,0,1
2823,5880,0,1
2880,3231,0,1
2883,2885,0,1
2883,3231,0,1
2885,2888,0,1
2885,3231,0,1
2885,5880,0,1
2888,2892,0.2790549999999925,1
2888,3673,0.32792500000000047,1
2892,3682,0,1
2892,4904,0,1
2891,6269,0,1
2915,3231,0,1
2890,2892,0,1
2890,2912,0,1
2890,2915,0,1
2890,3019,-0.30134999999999934,1
2890,3231,0.08652500000000529,1
2890,3481,0,1
2890,4904,0,1
2890,5880,0,1
2912,3231,0,1
2912,3702,0,1
3231,5880,0,1
3231,6239,0.30475000000002694,1
3673,6239,0,1
3673,6456,0,1
3702,5880,0,1
4958,6269,0,1
