stock1,stock2,model_type,w1,w2,pval,snr,mu,stdev,skewness,Emu,Estd,action
1314,1504,model3,0.0,0.0,0.019180661681727062,0.03523184630059209,-0.5563342993334157,0.002623449413617202,0.4726275358554954,0.0,0.004097980340507519,24
1314,1605,model3,-0.24826569171625376,0.7517343082837461,0.3502889279285015,1.2041686022032507,0.9400259325577748,0.00075240248001571,-0.2247457171025338,0.31170333215344265,0.0007242087859316891,11
1314,2801,model3,0.18511775382571244,0.8148822461742876,0.26189697451788424,0.7341809015473486,2.7683920015394072,0.0011817119750856802,-0.3893244477821461,1.0020589271541733,0.001188246189387438,8
1303,1723,model3,-0.27658389632062813,0.7234161036793719,0.07510694704168011,0.6951210347550822,2.400808868545484,0.0017858812341406067,0.018901893470263317,0.7254514318343709,0.0018018464771260233,3
1303,2892,model3,-0.14662639470240083,0.8533736052975991,0.05018494677632463,0.6662401085395115,1.7396820100446644,0.0010662003659784023,-0.15977121829308402,0.6768386323916264,0.0010779032234516793,24
1216,1504,model3,-0.7405113252538793,0.25948867474612075,0.21009207946846145,0.5165299177739711,-2.042205080243708,0.0010961975711709458,0.2559815645056736,-0.7257646528396179,0.001069528570563475,13
1216,1605,model1,-0.314454153592481,0.6855458464075189,0.8087708884941691,0.4899405516563651,3.2455271123108536e-05,0.0009997585757004954,-0.3095394963424095,0.019030899871637207,0.0010232539029744502,24
1216,2801,model3,-0.4170597910676752,0.5829402089323249,0.021659822171434136,0.5846280659468005,1.8937574150809229,0.0013105815065750925,-0.2323023386124625,0.03554582591668606,0.0013148151150873346,4
1101,1605,model1,-0.3555572490120741,0.6444427509879259,0.8358894816123281,0.9270552577375596,1.5381757598979343e-06,0.0007533056884275258,0.1899281312937169,-0.018996653288368186,0.0007559363560746856,14
1101,1723,model2,-0.4838921738320963,-0.5161078261679037,0.001,1.3115768877336562,-4.140112742312969,0.001108599197942678,-0.0846234836851243,-1.409268779288806,0.0011099905810088287,13
1101,2002,model3,-0.7067499451144617,0.29325005488553846,0.09304814369862976,0.4239374715412145,-1.694560431872269,0.0009795773669382497,-0.17430518912850312,-0.5591793594598622,0.0009251763680829263,9
1101,2308,model3,-0.8983968102748906,0.1016031897251095,0.9334078307810808,1.163807144272425,-2.699563120162052,0.0008726280143348782,0.1651057569071748,-0.9687379824485629,0.0007950713628959662,17
1101,2317,model3,-0.6976168068555628,0.3023831931444372,0.3581977074723185,0.9661382633190668,-1.2355991324521556,0.0006848804703190964,-0.3844164738322165,-0.42502261242387673,0.0006502621787944984,15
1101,2324,model3,-0.8118991722457514,0.1881008277542486,0.11994110056746965,0.5165131522968599,-2.387118860874563,0.0009629466823984313,0.20726178638823808,-0.8137801424126354,0.0008872910351689381,0
1101,2383,model3,-0.8712404502460673,0.12875954975393264,0.3906384751869684,0.7400322513328007,-2.5358255597501955,0.0010174563370002221,-0.30934497285814666,-0.9137991374189952,0.0010350823614847149,10
1101,2498,model3,-0.8102224594680884,0.18977754053191165,0.2436825694275921,0.9886196327243176,-2.0487402226732256,0.0008043691508341985,0.18322962886415967,-0.7471352371039375,0.0007083356761884097,8
1101,2618,model3,-0.5972622126454836,0.4027377873545164,0.0564613976657088,0.4738331096240477,-0.9132707950289516,0.0009508366789553287,-0.16794878385737896,-0.29329358872043043,0.0008487186374472666,4
