stock1,stock2,reward,theshold choose
1402,1802,-1.137824999999971,0
1402,1909,0.3867000000000189,1
1402,2301,0,0
1402,2352,-1.007499999999979,0
1402,2353,0.34425000000000594,1
1402,2356,0,0
1402,2357,-1.3964999999999463,0
1402,2383,-1.6302499999999753,0
1402,2409,0,0
1402,2542,0.20055000000004952,1
1402,2603,0.08865000000000123,1
1402,2610,-0.17169999999999774,0
1402,2880,0,0
1402,2882,0,0
1402,2883,0,0
1402,2886,0,0
1402,2890,0,0
1402,2891,0.09685000000000699,1
1402,2915,-1.776149999999987,0
1402,4958,-1.1081749999999886,0
1402,5871,-1.204199999999986,0
1402,5880,0,0
1402,6269,-2.300249999999977,0
1402,6456,2.5803750000000036,1
1402,9910,-0.08199999999996521,0
1402,9945,-1.2672749999999837,0
1301,1909,0,0
1301,2357,0,0
1301,9945,0,0
1216,1909,-1.4201249999999703,0
1216,2324,0.36427500000000634,1
1216,2353,0.4057500000000047,1
1216,2371,0,0
1216,2376,-0.6097749999999849,0
1216,2409,0,0
1216,2884,0,0
1216,2886,0,0
1216,3045,0,0
1216,3532,0,0
1216,3702,0,0
1216,5880,0,0
1216,6505,1.0330000000000226,1
1216,9910,3.195649999999972,1
1303,1402,0.11137500000000955,1
1303,1536,0,0
1303,1802,0,0
1303,1909,-0.835474999999974,0
1303,2002,0,0
1303,2317,0,0
1303,2352,0,0
1303,2356,0,0
1303,2357,0,0
1303,2371,0.1563000000000052,1
1303,2383,0,0
1303,2412,0,0
1303,2454,0,0
1303,2542,0.01264999999999361,1
1303,2603,0.4926000000000599,1
1303,2618,0,0
1303,2633,0,0
1303,2834,0,0
1303,2883,0,0
1303,2886,0,0
1303,2890,0,0
1303,2891,0,0
1303,2892,0.2810000000000059,1
1303,2915,0,0
1303,3702,0,0
1303,4938,0,0
1303,4958,0,0
1303,5880,0,0
1303,6456,1.7440000000000282,1
1536,1909,0,0
1536,2347,0.5680000000000263,1
1536,2357,0,0
1536,2371,-0.03012499999999818,0
1536,2409,0,0
1536,2454,0.47725000000001216,1
1536,2542,-3.5812499999999687,0
1536,2633,0,0
1536,2823,0,0
1536,2884,-0.07737499999998931,0
1536,2886,0,0
1536,2890,0,0
1536,3702,-1.4807499999999862,0
1536,5871,0,0
1536,5880,0,0
1536,6456,4.088500000000067,1
1536,9910,1.0512500000000529,1
1536,9945,0,0
1802,1909,0,0
1802,2303,0.07020000000001048,1
1802,2324,0.30472500000000835,1
1802,2353,0,0
1802,2356,0,0
1802,2371,0,0
1802,2409,0,0
1802,2633,0,0
1802,2834,0,0
1802,2880,0,0
1802,2883,0,0
1802,2890,0,0
1802,2892,0.31417499999999876,1
1802,5871,0,0
1802,5880,0,0
1802,9910,3.3154000000000536,1
1802,9945,0,0
2002,2353,0.5749000000000031,1
2002,2356,0,0
2002,2357,0.616250000000008,1
2002,2371,0.1765749999999997,1
2002,2542,0,0
2002,2610,0,0
2002,2633,0,0
2002,2834,0,0
2002,2890,0,0
2002,9910,1.2880749999999779,1
2103,2324,0,0
2103,5880,0,0
1909,2002,0,0
1909,2301,-0.5982249999999851,0
1909,2303,0.1048999999999971,1
1909,2313,-1.6661749999999742,0
1909,2317,-1.4354749999999683,0
1909,2324,-0.4691999999999936,0
1909,2347,0,0
1909,2352,0.14400000000001967,1
1909,2353,0,0
1909,2356,0.08510000000001128,1
1909,2371,0.20670000000000144,1
1909,2383,0,0
1909,2409,0.15670000000000073,1
1909,2448,0.3675000000000068,1
1909,2542,0.09157500000000596,1
1909,2603,-0.8319249999999769,0
1909,2610,0.028750000000002274,1
1909,2618,-0.7796749999999832,0
1909,2633,0,0
1909,2812,0,0
1909,2834,-0.2101049999999951,0
1909,2880,-0.29037499999999383,0
1909,2881,-1.0354999999999848,0
1909,2882,0,0
1909,2883,0,0
1909,2884,0.09970000000000212,1
1909,2886,0,0
1909,2890,0,0
1909,2891,-0.4597249999999775,0
1909,2892,0,0
1909,2915,-2.122624999999978,0
1909,3045,0,0
1909,3532,-1.8712499999999892,0
1909,3702,0,0
1909,3706,-2.0981249999999676,0
1909,4938,0,0
1909,4958,-1.303974999999994,0
1909,5871,-1.2006749999999755,0
1909,5880,0,0
1909,6269,-2.5468749999999716,0
1909,6456,0.33225000000001614,1
1909,6505,1.5675000000000239,1
1909,9910,0,0
1909,9945,0,0
2201,2357,-0.15474999999997863,0
2201,6456,1.0721250000000282,1
2105,2353,0,0
2105,2357,0,0
2105,2890,0,0
2105,3702,0,0
2105,5880,0,0
2105,6505,0,0
2105,9910,3.2655000000000314,1
2303,2353,0,0
2303,2383,0,0
2303,2610,0,0
2303,2633,0,0
2303,2823,0.16832500000000294,1
2303,2892,0,0
2303,2915,0.3353000000000037,1
2303,3702,0,0
2303,6456,0,0
2317,2324,0.36357500000001153,1
2317,2352,0,0
2317,2448,0,0
2317,2610,0,0
2317,2892,0.1752750000000134,1
2317,3045,0,0
2317,3702,0,0
2317,5880,0,0
2317,6505,-0.8222499999999968,0
2317,9910,0,0
2325,2347,0,0
2325,2357,0,0
2325,2383,0,0
2325,2603,0,0
2325,2610,0,0
2325,2823,0,0
2325,2880,0,0
2325,2884,0,0
2325,2890,0,0
2325,3045,0,0
2325,3532,0,0
2325,3702,0,0
2325,5880,0,0
2325,6456,0,0
2313,2352,0,0
2313,2353,-0.04235000000000255,0
2313,2409,0,0
2313,2448,0.3204999999999991,1
2313,2542,0,0
2313,2633,0,0
2313,2834,-0.34637500000000543,0
2313,2880,0,0
2313,2884,0,0
2313,2886,0,0
2313,2892,0,0
2313,3702,0,0
2313,5880,0,0
2313,6505,0,0
2313,9910,0,0
2324,2353,0.12437500000000767,1
2324,2356,0,0
2324,2409,0.05252499999999927,1
2324,2412,0.192875000000015,1
2324,2610,0.32857500000001494,1
2324,2812,0,0
2324,2881,0,0
2324,2884,0,0
2324,2886,0,0
2324,3532,0.931625000000011,1
2324,3702,0,0
2324,4958,0,0
2324,5880,0.12212500000001114,1
2324,9910,0,0
2344,2880,0,0
2344,2884,0.09025000000000105,1
2344,2892,0.3895000000000053,1
2344,3702,0,0
2344,5880,0,0
2344,9910,0,0
2347,2353,-0.11354999999999649,0
2347,2357,0,0
2347,2633,0,0
2347,2880,0,0
2347,2883,0,0
2347,2884,0,0
2347,3702,0,0
2347,5880,0,0
2347,6456,0,0
2356,2542,0.8239500000000675,1
2356,2610,0,0
2356,2823,0.24637500000001467,1
2356,2883,0,0
2356,2886,0,0
2356,2890,0,0
2356,5880,0,0
2356,9945,-0.7889999999999731,0
2352,2353,0.1369000000000007,1
2352,2357,0.6747500000000457,1
2352,2376,-2.9761000000000024,0
2352,2409,0,0
2352,2448,0,0
2352,2542,0.5019499999999937,1
2352,2633,0,0
2352,2834,0.11090000000000799,1
2352,2880,0.1707500000000053,1
2352,2883,0.061874999999997016,1
2352,2886,0.18950000000002376,1
2352,2892,0,0
2352,3532,0,0
2352,3702,0,0
2352,4958,0,0
2352,5880,0,0
2352,6505,0.7271250000000151,1
2352,9910,4.198599999999985,1
2353,2356,0,0
2353,2357,-1.5519999999999783,0
2353,2371,0,0
2353,2383,0.21425000000000693,1
2353,2448,-1.1041999999999987,0
2353,2603,0.3640499999999989,1
2353,2610,0.41620000000001056,1
2353,2618,-0.40577499999999844,0
2353,2834,0.048550000000005866,1
2353,2880,0.015425000000014677,1
2353,2884,0.4306500000000071,1
2353,2890,0,0
2353,2892,0.1006499999999999,1
2353,3045,0.9725000000000108,1
2353,3532,0.7225000000000108,1
2353,3702,0,0
2353,3706,0.09159999999999968,1
2353,4938,0.009325000000018235,1
2353,4958,0,0
