stock1,stock2,model_type,w1,w2,pval,snr,mu,stdev,skewness,Emu,Estd,action,dtw_distance
1319,2610,model3,0.25658060019710743,0.7434193998028926,0.2221951151209145,0.5309355341766583,2.662050482167093,0.0005564167153779276,-0.5411551514657977,2.662018473561411,0.0005519781511783032,8,0.04825359090747594
1319,2880,model3,0.2674624008824281,0.7325375991175719,0.21473208434836666,2.190440206306012,3.1158388895315454,0.0006466391907133651,-0.5031129889488847,3.1158559277265288,0.0006331918936643521,8,0.06449573941231823
1319,2892,model3,0.3328401833773781,0.6671598166226218,0.285962052547206,1.5157759601128362,3.2497574197401624,0.0007754758439300666,0.060512317105772935,3.2497251151385944,0.0007670113070916121,16,0.07850980979567534
1216,2105,model3,-0.3978759153943267,0.6021240846056733,0.02241033446049448,0.7825983883808648,0.8832437470619303,0.0006534431628173295,0.08101101912411818,0.8831805494743918,0.0006151602732814731,5,0.06249360977496288
1216,2308,model3,-0.3813765567275425,0.6186234432724574,0.05278613342132826,2.0036619682127608,1.6279119033403788,0.0009412927755226453,-0.1760496890976634,1.6278930925102053,0.000941952493612549,5,0.102554710059515
1216,2352,model3,0.5014739170713929,0.4985260829286071,0.08005623363522933,0.5598616948452323,3.4789898263576786,0.0009333066112779699,0.003951760208164423,3.478974342082041,0.0009368109657637367,5,0.07079362697766234
1216,2610,model3,-0.3491112741226141,0.6508887258773861,0.0824500948293722,1.528651390676813,0.04406140100890888,0.0003906004677610227,-0.04961265364958657,0.04405216527995415,0.00039449219517924416,0,0.03394097416774966
1216,2888,model3,-0.7091219995541473,0.2908780004458526,0.01941422147763186,0.2368293057321581,-2.2466010006036843,0.0009476943500210213,-0.24074979036821,-2.246560025176437,0.0009551128168605109,10,0.0670200521568316
1314,1319,model3,-0.7079697772369266,0.29203022276307344,0.1761042859280817,0.6662231170747632,-0.6004997738898897,0.0017574252380917431,-0.030265513176114155,-0.6004329024858002,0.0017532399093145793,8,0.1749993432745125
1314,2002,model1,-0.566246712108883,0.43375328789111695,0.6612534831711072,0.5423907431939634,-8.889417218399902e-06,0.0014735245901123062,0.4558707859105758,-1.3322676295501877e-15,0.0014860927538641235,24,0.17020033244896893
1314,2105,model3,0.3963886772262853,0.6036113227737147,0.0040945482910037965,0.5698590131700727,3.468441085672741,0.0012759752530179776,0.1413008769237084,3.4683111524643935,0.0011884496386711852,17,0.10654436214646346
1314,2308,model2,-0.3123060980107826,-0.6876939019892175,0.001,0.9995464446454732,-4.286198275235014,0.0013496090884567407,-0.004450131890306968,-4.286132374459537,0.0013189325008904928,0,0.11970837484822727
1314,2317,model3,-0.6685630828380998,-0.3314369171619002,0.010670052736074057,0.592421089443589,-3.1666328900114813,0.001681834967090557,0.045737308073287936,-3.1665306953103407,0.0016549148927960586,10,0.17267116856511677
1314,2324,model1,-0.5493111886379098,0.4506888113620903,0.9219781389342584,0.5846395342019249,-5.511952883206385e-05,0.001453048568307252,0.2529574548932648,-2.109423746787797e-14,0.001449988995101383,4,0.12135940960764113
1314,2376,model3,-0.6302168202642379,0.3697831797357622,0.06731145196244448,0.672406127038055,-0.1807878361390149,0.0015671257657238651,-0.18224734972292408,-0.18075085346870168,0.0015636102229329028,14,0.1728767355824401
1314,2448,model3,-0.813207417553761,-0.18679258244623906,0.17238433189634395,0.6192559473857372,-2.634236738631624,0.0020268506293267177,0.12521639621380734,-2.63413770843196,0.0020137265500176204,13,0.21986186205268332
1314,2610,model3,-0.40898322480033855,-0.5910167751996614,0.029933592917688438,0.8069437007223037,-2.324719814863833,0.0010386070228662956,-0.028336311721459787,-2.324658240031874,0.0010237729834924028,4,0.09655161890722552
1314,2823,model3,-0.7849629976437721,-0.21503700235622805,0.010226131605954642,0.5655230304032797,-2.658456262197467,0.002037624039487159,0.07409451453683412,-2.658400958795625,0.0020410402938644385,0,0.22225964023801859
1314,2884,model2,-0.4045021483963753,-0.5954978516036246,0.001,1.697258702899374,-2.7339290878300933,0.0010231845996427084,0.4482617338298471,-2.733887144244768,0.0010108096670600436,14,0.09681575581081525
1314,2888,model3,-0.6263029589135812,-0.3736970410864188,0.02105683800699726,1.0290897665102674,-2.32489891279174,0.0014539562563736655,0.22056219461788948,-2.3248227530092405,0.0014060255910196939,4,0.14052663313567848
1314,2890,model2,-0.2248255015882214,-0.7751744984117785,0.001,1.1779311223024185,-2.273453458358564,0.0006247688170369746,-0.05603378830537392,-2.273424184851993,0.0005952167382059883,0,0.044191406126973476
1314,2892,model3,0.43965555864013417,0.5603444413598659,0.03892928010262636,0.9783848810145068,2.7168595750841202,0.0011407231667931756,-0.31785953593031124,2.716773888898256,0.001107753384520356,0,0.09052804383900814
1314,3231,model1,-0.5729954626878089,0.4270045373121911,0.9558148837306631,0.7614370266684759,-1.6385467831585564e-05,0.001425311226232758,0.08292684356015696,3.996802888650564e-15,0.0014294390519872596,10,0.15053881305830563
1314,4915,model3,-0.7694136729765325,0.2305863270234673,0.024505852875402537,0.6016977681845536,-1.005672156205085,0.00202960955631914,0.3558136388862599,-1.0056348642779267,0.0020283052680055967,4,0.2055458062946096
