stock1,stock2,model_type,w1,w2,pval,snr,mu,stdev,skewness,Emu,Estd,action,dtw_distance
1301,1314,model3,0.5198910541102564,0.4801089458897437,0.011495520667779934,0.5284502960301004,3.554413923870372,0.0012139451820236894,-0.2743351038899289,3.5543730300824383,0.001210989585508744,24,0.11679216329369124
1301,2201,model3,-0.2884609286285876,0.7115390713714125,0.0141220407940619,0.6432324014666395,1.0855006202079016,0.0007317191362669947,-0.7652197316929622,1.0855429475591512,0.0007354816120181138,9,0.08346470988847687
1301,2204,model3,-0.7646034822206482,0.2353965177793517,0.3780425839257848,0.7319198516611635,-2.675688219085936,0.000544307674099938,-0.03835291405846443,-2.6756389723713503,0.0005054662094915172,8,0.054035019445239474
1301,2345,model3,-0.3273794212008521,0.6726205787991479,0.023933932892719643,0.036977288489385814,1.2268836768556242,0.0034136395414784307,-1.8549682643541272,1.2281860400538185,0.0019240239556647762,0,0.2952046306826226
1301,2912,model3,-0.4096526481895642,0.5903473518104357,0.018364291629753032,0.8710636425273214,1.343034589174189,0.0007178172856577099,-0.11411479846203358,1.3430758485246364,0.0007048307064946238,24,0.07488823710492021
1301,3481,model3,-0.5522405910132766,0.44775940898672334,0.016351891326877126,0.6704767484851253,-1.368646068084972,0.0008642871226785197,0.1860840323919869,-1.3686868240534096,0.0008679174316952963,12,0.07058949739777898
1301,3702,model3,0.6179651020795557,0.3820348979204443,0.3336646169544732,0.31542984034892113,4.2003923807668855,0.0005742504041939612,0.8438539189325037,4.200302158151976,0.00045678121184527024,9,0.0559804819179317
1301,6239,model3,-0.6592896902755556,0.34071030972444444,0.0771800030868227,0.3511449724275361,-1.4567053828510443,0.0006305320820038375,-0.1763845340779077,-1.4566166759593617,0.0005609145502398308,8,0.04685398406250085
1301,9945,model2,0.35211083020854633,0.6478891697914536,0.001,0.2385055195507301,3.9799101381312574,0.0008436388647931031,-0.3306018203672419,3.979648293050773,0.0008731674159029244,9,0.09092125964811859
1314,1434,model1,-0.5802717668063357,0.41972823319366426,0.7730854661675235,0.4638206857613054,2.5646685414626448e-05,0.0013675934369204474,0.17648479134763087,-4.440892098500626e-16,0.0013733490164585368,8,0.1268518846473501
1314,2891,model1,-0.5391906064569927,0.4608093935430074,0.8424395582054302,0.6774434309149202,1.4371906311160626e-05,0.001284051887293468,0.04748742725582181,-3.419486915845482e-14,0.0012934280858555162,0,0.11148943941677425
1314,3231,model3,-0.5736802489676796,0.4263197510323205,0.04303896078929457,0.5619215034139424,-0.041114519601955474,0.0013067467270199342,0.4644297589877717,-0.04107455567622842,0.0013028635316751154,0,0.14857473840970115
1314,5871,model3,-0.7941670857779397,0.2058329142220603,0.2317366009698696,0.8261464329526793,-1.1200752986652849,0.0016158815673830873,0.3781666200059237,-1.120067149267156,0.0016258824942149235,0,0.18657205518499476
1314,6269,model3,-0.9040017135153116,-0.09599828648468832,0.032267159582393096,0.40147211787229103,-2.690927998160237,0.0022739617016833444,0.4322674860845157,-2.6909831030811446,0.002289575073362193,10,0.2589775781840924
1314,6505,model1,-0.652980899715423,0.3470191002845771,0.9067690194617636,0.5143358591415281,0.00010330247014435301,0.0016966020431784887,0.05069607050882032,2.220446049250313e-16,0.001667357007136701,3,0.13878896912963734
1314,9945,model3,-0.4806324989306348,-0.5193675010693654,0.012326461990243495,0.3902270251598159,-3.109570234978205,0.0012559022766597265,0.2049502988954446,-3.109582581831767,0.0012623024955760135,24,0.10713920692308099
1216,1301,model3,0.2259528249749694,0.7740471750250305,0.18807113100911824,0.14242237139162192,4.412776334497722,0.0008426516386162308,0.9469472633929128,4.412566284800301,0.0006230175871325755,24,0.08592374342190412
1216,1434,model3,-0.2258012941337051,0.7741987058662949,0.031821634778068736,0.2602086959861102,1.7666240470774035,0.0011396894000788413,-0.2312526906346581,1.7666945673520624,0.00111464083012437,0,0.10113856741462945
1216,2201,model3,-0.19586037949017188,0.8041396205098282,0.034336922399744306,0.6209339894079794,1.9214118513103768,0.0008422528601540652,-0.6110872246690924,1.92140050137951,0.0008481204134305491,16,0.092051667721877
1216,2882,model3,0.5880940022996459,0.41190599770035424,0.0390669049964496,0.4071578605650528,3.956972013116512,0.0008369544100193875,0.8370781665496106,3.956864539411753,0.00069854934226906,10,0.08053496013907235
