stock1,stock2,model_type,w1,w2,pval,snr,mu,stdev,skewness,Emu,Estd,action,dtw_distance
1314,1504,model3,-0.4996496683246127,-0.5003503316753872,0.008075697763598684,0.21061649888551973,-2.9500327449238672,0.0022611511135300177,0.2649607851200316,-2.9501852256048884,0.0022261007062403275,24,0.17198173673502604
1314,2412,model2,-0.02690043420471005,-0.97309956579529,0.001,1.478957361245386,-4.586933783710915,0.0011618739919612233,-0.6342907587956013,-4.586917700897465,0.0011662143655138911,24,0.15093662098784139
1314,2812,model2,-0.015247342754865188,-0.9847526572451348,0.001,0.5556694840376006,-2.284916690531361,0.0006879010734280768,-0.4367290473644922,-2.2849118958630177,0.0006932923856931037,0,0.07064079083211458
1314,2880,model2,-0.11630536957115847,-0.8836946304288417,0.001,2.5811821410859417,-2.7843921554597992,0.0008964626774770182,-0.06872101257213681,-2.784379270061271,0.0008986562288200373,0,0.10280535947733249
1314,3532,model3,-0.8122133285402413,0.18778667145975864,0.0564647576278373,0.23126421737487954,-1.0871243332155338,0.003282923336625601,-0.4708149747267487,-1.0872979407366334,0.0032422277021934075,24,0.3070608409583342
1102,1504,model2,-0.42211209284045204,-0.577887907159548,0.001,0.2559169495501025,-3.4283181397902127,0.0012212164681907494,-0.5082830465395164,-3.428163068401385,0.0010550122469107314,8,0.102126057423372
1102,2412,model2,0.1835311111966056,0.8164688888033945,0.001,2.2717323783143963,4.417735833377063,0.0009193966346893539,0.3024284305475232,4.417703744760772,0.0009172920773388601,0,0.10845516469225991
1102,2542,model3,0.33330998327758404,0.666690016722416,0.04731207961566078,0.4228587939205145,3.7803467203832315,0.000974361175937444,0.06124934082849379,3.780199650068292,0.0009585312873928787,15,0.10219273435853737
1102,2812,model2,-0.12599678958146018,-0.8740032104185398,0.001,0.6653161305853502,-2.4234651134389305,0.0005873581477215456,-0.13208416595212386,-2.4234360451103574,0.0005916745723695791,8,0.06459499499612431
1102,3034,model2,-0.15932569298668786,0.8406743070133121,0.001,0.5385523616443091,3.4644408876307584,0.0019546989106772076,0.21022103888063232,3.4642999154147542,0.0018832792349060105,24,0.1951636147066116
1301,1326,model3,-0.6446165593912352,0.3553834406087649,0.16169072958216876,0.3649419922164893,-1.300781918272185,0.000576093615860159,-0.04973076321956068,-1.3007729701025272,0.0005734430272694923,8,0.04429397549852121
1301,2002,model3,-0.4013132596458072,0.5986867403541928,0.07135282426566036,1.3061419705240205,0.12131399483292188,0.00044174768250847317,-0.5652692639221357,0.12132755386377347,0.00044310344008981916,10,0.03436784360156486
1301,2313,model3,-0.5421147103662469,0.4578852896337531,0.1218364563232232,0.4839047400252131,-1.0259092009209885,0.0014141106710710632,-0.20736586855183625,-1.0258138233267198,0.0013409135681195345,11,0.11687006955231372
1301,2325,model3,-0.34117083561860245,0.6588291643813976,0.055353368090484266,0.5438006100532151,1.0334164403156545,0.0005961865298996615,-0.6777850698530058,1.0334111314319925,0.0005984061849607883,11,0.053740074406086746
1301,2409,model3,-0.2917391943789415,0.7082608056210585,0.052417144607614284,2.4035945564150683,0.4389531922978157,0.0008650987462507765,0.3702292748706199,0.4389303918983079,0.0008603913954160213,9,0.09163042079856987
1301,2412,model3,-0.11247906519966484,0.8875209348003351,0.01896910043085959,1.6197695667628471,3.6149599222505615,0.0010305799683264203,0.7616076232169324,3.6149510483268488,0.0010348206001394905,0,0.12534485623485248
1301,2449,model3,-0.1967026804255612,0.8032973195744388,0.06297237720282199,0.6356406041228778,1.7838642092753183,0.0006621641079381207,0.2705156379321331,1.7839149037346995,0.0006795764692136847,24,0.07866694763838866
1301,2542,model3,-0.3493523933029873,0.6506476066970127,0.04539152623834037,0.4758878687274126,1.0034798018678626,0.0008470216041928559,-0.6385744661101199,1.003496583008945,0.0008390473031580597,8,0.0752991290506444
1301,2812,model3,-0.16885939880663595,0.8311406011933641,0.022696269711351046,0.9174348943306644,1.1336753608008474,0.0005199819567627247,0.3212295180760251,1.1336855682146707,0.0005161989014243202,24,0.060670102194654185
1301,2882,model3,-0.5121577798004655,0.4878422201995345,0.008937719695368008,0.4943285710900248,-0.4138821584859217,0.0005020483619812649,-0.4940363603776574,-0.4138833755558067,0.0005031047649412562,9,0.037117870350365845
1301,3034,model3,-0.2335225322911371,0.7664774677088628,0.06642512965064304,0.622287195623807,2.5973921577534314,0.001679714833475661,-0.29529555115767203,2.597317633949438,0.0016434903634867401,0,0.1941236138077853
1301,5880,model3,-0.35937148881495945,0.6406285111850406,0.021184565369989392,2.7270936276804174,0.11637614287709667,0.0006415435847880388,0.2851986446778575,0.11638090544720715,0.0006414685655337997,10,0.0673023773498751
