stock1,stock2,model_type,w1,w2,pval,snr,mu,stdev,skewness,Emu,Estd,action,dtw_distance
1301,2313,model2,-0.7367414823174786,0.26325851768252145,0.001,0.3538190659253633,-2.4359248785665764,0.0006496249021286394,-0.05458809423994723,-2.435958400372587,0.0006435625292296024,5,0.043573464906687676
1301,2603,model1,-0.4026290891059781,0.5973709108940221,0.9286580475744526,0.2018001950708544,0.00010238442544005336,0.0013655023534190505,0.1873572581963016,1.2856382625159313e-13,0.0012393836835636158,24,0.1426391827263005
1301,2633,model2,-0.7467843836736187,0.2532156163263813,0.001,0.4304950206852608,-2.5616341466754644,0.0006538173962998029,0.6042363611472733,-2.56169720650916,0.0006326133266557367,8,0.04941383032544078
1301,3231,model3,-0.8134480029751925,0.1865519970248075,0.051339571296102636,0.5384905039369259,-3.0747224812669574,0.00060807260823329,0.02530107385366203,-3.0747757279810113,0.0005918187885909072,0,0.059040561498276745
1301,3481,model1,-0.37042683808614596,0.629573161913854,0.9951026660123868,0.1897155619888663,0.0001918017233212129,0.0014824639707527705,0.4832957530899827,9.259260025373807e-14,0.001378602172031485,0,0.161258647525526
1314,1477,model3,-0.7344337462150442,0.26556625378495585,0.00922715890745359,1.4040769418050263,-0.5377338052996335,0.0015484233982807248,-0.3592637275926504,-0.5377202695891832,0.0015594717207313821,13,0.13043441223936236
1314,2103,model3,-0.6931591529465041,0.30684084705349585,0.16950308209482878,0.7834657087905448,-0.6874550725280892,0.0014866653054871036,-0.2587537489692132,-0.6873482073896919,0.0014303362796424526,0,0.16821730431709092
1314,2303,model3,-0.4677031972580981,0.5322968027419019,0.01421347865627859,2.1983584162389165,0.2353831939830373,0.001073066268074524,0.0437403284432848,0.23542000478406955,0.001075111172174896,0,0.09750858315355249
1314,2313,model1,-0.5766088696048816,0.4233911303951184,0.9169145796090103,0.543800331839681,-6.1023088027947204e-05,0.0014184892473264293,-0.1540954327470761,-1.2212453270876722e-14,0.0014298697482314755,5,0.11455453853913222
1314,2317,model3,-0.4796438058570203,0.5203561941429797,0.003773397214321946,1.9038206236010828,1.2629807632082837,0.001037015739217757,-0.30745055640644725,1.2629895970277498,0.001038018918910801,16,0.10243568280141324
1314,2347,model1,-0.5834630502323778,0.4165369497676222,0.6324932614281721,1.0305795211123174,-1.3962718699079465e-05,0.0012188417391002491,-0.1585149403801761,-2.220446049250313e-16,0.0012223461692530357,13,0.13532671668742746
