stock1,stock2,reward,theshold choose
1227,3034,0,0
1102,1722,0,0
1102,2492,-0.4204999999999952,0
1102,3702,0,0
1102,3706,-3.0459499999999764,0
1102,6176,-1.2669999999999817,0
1303,2448,0,0
1590,2371,0,0
1590,2412,0,0
1590,3231,0,0
1536,2337,0,0
1536,2891,0,0
1504,2337,0.021550000000004843,1
1504,2492,0,0
1722,2337,0.03255000000000763,1
1722,2448,0,0
1722,2886,0,0
1722,3443,0,0
2204,3034,0.8585000000000065,1
2002,2408,0.09855000000001723,1
2002,2409,0.1981750000000133,1
2002,2412,0,0
2002,2492,0.2620250000000155,1
2002,2603,0,0
2002,2618,0,0
2002,2880,0,0
2002,3481,0,0
2049,2330,0,0
2049,2337,0.6873000000000147,1
2049,2412,0,0
2049,2801,0,0
2049,2880,0,0
2049,2886,0,0
2049,2892,-0.2112499999999784,0
2301,2337,0,0
2301,2492,0.16292500000000842,1
2301,2801,0,0
2301,2834,0,0
2301,2886,0.06680000000000064,1
2301,2892,0,0
2301,3481,0,0
2325,2371,-0.012949999999989359,0
2325,2801,0.10297500000001492,1
2325,2880,0,0
2325,3702,0,0
2330,2412,0,0
2330,3702,0,0
2337,2354,0,0
2337,2371,0.10005000000000308,1
2337,2382,0,0
2337,2409,0.03820000000000334,1
2337,2412,0,0
2337,2448,0,0
2337,2492,0.09022500000000377,1
2337,2615,0,0
2337,2887,0,0
2337,2888,0,0
2337,2891,0.021850000000004144,1
2337,3702,-0.09824999999999307,0
2337,3706,0.3124750000000063,1
2337,6176,0.7575500000000162,1
2337,6505,0,0
2337,9945,-0.45529999999998694,0
2354,2371,0,0
2354,2492,0,0
2354,3481,0.48637500000000955,1
2371,2409,-0.11599999999999433,0
2371,2448,0.0490500000000047,1
2371,2492,0.07513000000000325,1
2371,2603,0.027475000000006133,1
2371,2618,0.1198250000000094,1
2371,2801,0,0
2371,2881,0.06252499999999728,1
2371,2886,0.11254999999999882,1
2371,3481,0.030665000000002607,1
2371,3702,0,0
2371,3706,0.15782500000000255,1
2371,4958,0,0
2371,5522,-0.3481749999999906,0
2371,6505,0.13860000000001094,1
2371,9945,-0.009874999999986755,0
2409,2412,0,0
2409,2448,0,0
2409,2492,0,0
2409,2801,0.14940000000000708,1
2409,3231,0,0
2409,3481,0,0
2409,3702,0,0
2408,2409,0.3954999999999984,1
2408,2412,0,0
2408,2880,0.05964999999999776,1
2408,2891,0,0
2408,2892,0,0
2408,6505,1.3540500000000293,1
2412,2618,0,0
2412,2801,0,0
2412,2881,0,0
2412,2890,0,0
2412,2891,0,0
2412,2892,0,0
2412,3231,0,0
2412,3481,0,0
2412,3702,0,0
2412,3706,0,0
2412,4958,0,0
2412,6176,0,0
2412,9938,0,0
2448,2492,0,0
2448,2801,0.06452500000000327,1
2448,2886,0,0
2448,3706,0,0
2603,2801,0,0
2603,3231,0.3054000000000059,1
2603,3702,0,0
2603,4958,0,0
2603,5522,0,0
2603,9945,-1.6654499999999643,0
2492,2603,-0.1444249999999947,0
2492,2881,0,0
2492,2891,0.22095000000000908,1
2492,2892,0,0
2492,2912,-0.40837499999997817,0
2492,3443,0.2921750000000003,1
2492,3481,0.26770000000001204,1
2615,2801,0.07937500000000597,1
2610,2615,0.26865000000000094,1
2610,2801,0.050700000000006185,1
2610,6176,0.4965000000000117,1
2618,2801,0,0
2618,3231,0,0
2618,3481,0.16170000000000684,1
2618,4958,-2.8837499999999636,0
2618,6176,0.8347750000000076,1
2618,9945,0,0
2823,2834,0,0
2801,2880,0,0
2801,2881,-0.1710999999999956,0
2801,2888,0.10469500000000664,1
2801,3481,0.04737500000000061,1
2801,3702,0,0
2801,3706,0,0
2801,6176,0,0
2801,9945,0,0
2834,3702,0,0
2834,9938,0,0
2880,2887,0,0
2880,2891,0,0
2880,2892,0,0
2880,2912,0,0
2880,3034,0,0
2880,3702,0,0
2880,4958,0.46050000000001035,1
2881,2891,0,0
2881,2892,0,0
2881,6505,0,0
2881,9938,-1.7815999999999832,0
2886,3231,0.18827500000000086,1
2886,9938,0.23470000000000368,1
2888,3702,0,0
2890,2892,0,0
2890,3034,0.43575000000001296,1
2887,2890,0.1902250000000052,1
2887,2891,0,0
2887,2892,0,0
2892,2912,0,0
2892,3231,0.059400000000007225,1
2892,3702,0,0
2892,5522,0,0
2892,9945,0,0
2891,2892,0,0
2891,3702,0,0
2891,4958,0.4151250000000175,1
2891,5522,0.20582500000001147,1
2891,9938,-0.49115000000000464,0
2912,3702,0,0
3034,3702,0,0
3231,3702,0,0
3231,3706,0,0
3231,5522,0,0
3231,6176,0,0
3706,4958,0,0
3481,3706,0,0
3481,5522,0,0
3481,6505,0,0
3481,9938,0,0
3481,9945,0.23177500000000606,1
5522,6505,0,0
4958,5522,0,0
