stock1,stock2,reward,theshold choose
1227,1402,0,0
1227,2324,0,0
1227,2330,0,0
1227,2379,0,0
1227,2801,-0.34329999999998506,0
1227,2884,0,0
1227,2886,0,0
1227,3702,0,0
1227,9933,0,0
1402,1605,0,0
1402,2324,0,0
1402,2330,0,0
1402,2347,-0.08372500000000116,0
1402,2801,0,0
1402,2834,0,0
1402,2884,0,0
1402,2886,0,0
1402,2892,0,0
1504,2324,0.05542500000000672,1
1504,2330,0,0
1504,2379,0,0
1504,2382,0.9486000000000274,1
1504,2801,0,0
1504,2834,0,0
1504,2884,0,0
1536,1605,0,0
1536,2354,0.7672500000000326,1
1536,2801,0.940250000000006,1
1536,3702,0,0
1605,2324,0,0
1605,2330,0,0
1605,2353,0,0
1605,2379,-0.009224999999979389,0
1605,2801,0.07160000000001077,1
1605,3034,0.8083500000000043,1
1605,3481,0,0
1605,9933,0,0
1789,9933,0,0
1802,2105,0.24115000000000464,1
1802,2311,0.4018749999999969,1
1802,2354,0.23440000000001504,1
1802,2498,0.29825000000002433,1
1802,2618,0.2647500000000136,1
1802,3045,0,0
1802,3702,0,0
2105,2344,0,0
2105,2354,0,0
2105,2801,0.14240000000000208,1
2105,2891,0,0
2105,3481,0,0
2105,3682,0,0
2105,3702,0,0
2311,2354,0,0
2311,2382,0.7984000000000435,1
2311,2801,0.07202500000000356,1
2311,2884,0,0
2311,2886,0,0
2311,3034,0.5406250000000057,1
2311,3045,-1.7446999999999449,0
2311,3673,0,0
2311,3702,0.20225000000001359,1
2311,9933,0,0
2308,2330,0,0
2308,2379,0,0
2308,2801,0,0
2308,2886,0,0
2308,3034,2.9530000000000314,1
2308,3673,-2.627549999999985,0
2308,6116,0,0
2324,2330,0.6493750000000063,1
2324,2347,0.26595000000000724,1
2324,2353,-0.4251249999999942,0
2324,2801,0,0
2324,2834,0,0
2324,2884,0,0
2324,2886,0,0
2324,2892,0.2239500000000163,1
2324,3682,0,0
2324,6116,0.14072500000001043,1
2313,2324,-0.06317499999998688,0
2313,2618,0.10945000000000249,1
2313,2801,0,0
2313,2886,0,0
2313,2891,0,0
2313,3481,0,0
2313,6116,0.10764000000000351,1
2330,2382,0,0
2330,2801,0,0
2330,2884,0.6373750000000058,1
2330,2886,0,0
2330,2892,0,0
2330,3481,0.4601249999999979,1
2330,3673,1.1342500000000655,1
2330,9933,0,0
2344,2801,-0.23245000000000005,0
2344,2886,0,0
2344,3481,0,0
2344,9933,0,0
2353,2379,0,0
2353,2834,0,0
2353,3034,0,0
2354,2498,-3.7816499999999564,0
2354,2618,0,0
2354,3702,-1.461624999999998,0
2379,2498,0,0
2379,2801,0,0
2379,2886,0,0
2379,3673,0,0
2382,2498,0,0
2448,2498,0,0
2448,3481,0.18742500000000462,1
2618,3045,0,0
2618,3682,0.189450000000015,1
2618,3702,0,0
2498,2618,0,0
2498,2884,0,0
2498,2891,0.3391500000000178,1
2801,2834,0,0
2801,2884,0,0
2801,2886,0,0
2801,2892,0,0
2801,3034,0,0
2801,3045,0,0
2801,3481,0.27487500000001575,1
2801,3673,0,0
2801,3702,0,0
2801,9933,0,0
2834,2886,0,0
2886,3045,0,0
2886,3673,0,0
2886,6116,0,0
2884,2886,0,0
2884,3034,0,0
2884,3481,0.14447500000001057,1
2884,3673,0,0
2884,3682,0.1408749999999941,1
2884,3702,0,0
2892,3045,0,0
2892,3682,0,0
2892,6116,0,0
3045,3481,0,0
3045,3673,0,0
3045,3682,0,0
3481,3702,0,0
3481,6116,0.06942000000000048,1
3682,3702,0,0
3702,9933,0,0
