stock1,stock2,reward,theshold choose
1326,2606,0,0
1326,2885,0,0
1314,2492,0,0
1314,2606,0,0
1314,2885,0,0
1314,2890,0,0
1314,6176,0,0
1216,1326,0,0
1216,1504,-1.9177,0
1216,2049,-2.228999999999985,0
1216,2353,-0.8973000000000049,0
1216,2448,-1.7813750000000077,0
1216,2883,0,0
1216,2885,0,0
1216,3034,0,0
1216,5880,0,0
1216,6176,0,0
1504,2049,0,0
1504,2492,0,0
1504,2885,0,0
1504,2886,0,0
1504,2890,0,0
1504,2891,0,0
1504,6456,0,0
2105,2884,0,0
2105,2885,0,0
2049,2606,0,0
2049,2883,0,0
2049,2884,0,0
2049,2885,0.346500000000006,1
2049,2886,0,0
2049,2890,0,0
2049,3034,0,0
2311,2886,0,0
2324,2353,0,0
2324,2885,0,0
2324,2886,0,0
2324,6176,0,0
2324,9904,0,0
2330,2379,0.5522500000000008,1
2330,2454,0.5405000000000086,1
2330,2606,0,0
2330,2885,0,0
2330,2886,0,0
2330,5880,0.10812500000000114,1
2330,6456,0,0
2345,2891,0,0
2353,2379,0.046800000000004616,1
2353,2492,0.4954500000000017,1
2353,2885,0,0
2353,2886,-0.06597499999999812,0
2353,2891,0,0
2353,5880,0,0
2353,6176,0,0
2353,6456,0.44437500000002217,1
2357,2633,0,0
2357,3034,0,0
2357,6176,0,0
2377,2606,0,0
2377,2633,0.28675000000001205,1
2377,9938,0,0
2379,2454,0,0
2379,2885,0,0
2395,2606,0,0
2395,2633,-0.2944999999999567,0
2395,2885,0,0
2395,2890,0,0
2395,2891,0.22425000000004047,1
2395,2915,0,0
2395,3045,0,0
2439,2448,1.5933750000000089,1
2439,2886,0.5998749999999973,1
2439,5880,0,0
2448,2886,0,0
2448,2890,0,0
2448,3034,0,0
2448,3045,0,0
2454,2492,0,0
2454,2606,0,0
2454,2884,0,0
2454,2886,-0.014874999999989313,0
2454,3034,0,0
2454,5880,0,0
2454,6456,0,0
2606,2884,0,0
2606,2885,0,0
2606,2886,0,0
2606,2891,0,0
2606,4958,0,0
2606,5871,0,0
2606,5880,0,0
2606,6176,0,0
2606,6456,-1.9522499999999923,0
2492,2606,0,0
2492,2883,0,0
2492,2886,0,0
2492,5880,0,0
2492,6176,0,0
2633,2884,0,0
2633,2885,0.16535000000001787,1
2633,2886,0,0
2633,2890,0,0
2633,2891,0,0
2633,3034,0,0
2633,3045,0,0
2633,5880,0,0
2633,6456,0,0
2823,2883,0,0
2823,2885,0,0
2884,2885,0,0
2884,2886,0,0
2884,2890,0,0
2884,2891,0.17769999999999442,1
2884,5880,0,0
2883,2885,0,0
2883,2886,0,0
2883,2891,0,0
2883,2915,0.051650000000016405,1
2883,3706,0,0
2883,5880,0,0
2883,6176,0,0
2883,6456,0,0
2883,9904,0,0
2890,2891,0,0
2890,3045,0,0
2886,2891,0,0
2886,3034,0.6448750000000132,1
2886,4938,0,0
2886,5880,0,0
2886,6176,0,0
2886,9904,0,0
2885,2915,0,0
2885,3034,0,0
2885,3706,0,0
2885,5880,0,0
2885,6176,0,0
2885,9904,0,0
2891,5880,0,0
3034,3045,0,0
3034,5880,0,0
3034,6176,0,0
3034,9904,0,0
3034,9938,1.063600000000008,1
5880,6176,0,0
5880,6456,0,0
5880,9904,0,0
