stock1,stock2,action1,action2,action3,action4,action5,action6,action7,action8,action9,action10,action11,action12,action13,action14,action15,action16,action17,action18,action19,action20,action21,action22,action23,action24,action25
1402,1605,-0.9485999999999972,-0.9485999999999972,-0.9485999999999972,-0.9485999999999972,-0.9485999999999972,-0.9485999999999972,-0.9485999999999972,-0.9485999999999972,-0.9485999999999972,-0.9485999999999972,-0.9485999999999972,-0.6985999999999972,-0.6985999999999972,-0.6985999999999972,-0.6985999999999972,-0.6985999999999972,-0.6985999999999972,-0.6985999999999972,-0.6985999999999972,-0.6985999999999972,-0.6985999999999972,-0.6985999999999972,-0.6985999999999972,0,0
1402,2204,0.030075000000024943,0.030075000000024943,0.030075000000024943,0.030075000000024943,0.030075000000024943,0.030075000000024943,0.0805249999999944,-0.26902499999998497,-0.26902499999998497,-0.26902499999998497,-0.26902499999998497,-0.26902499999998497,-0.26902499999998497,-0.26902499999998497,-0.11902499999997929,-0.11902499999997929,-0.11902499999997929,-0.11902499999997929,-0.11902499999997929,-0.11902499999997929,-0.11902499999997929,-0.11902499999997929,-0.11902499999997929,0,0
1402,2308,-1.666624999999982,-1.666624999999982,-1.166624999999982,-1.166624999999982,-1.166624999999982,-1.166624999999982,-1.166624999999982,-1.166624999999982,-1.166624999999982,-1.166624999999982,-1.166624999999982,-0.916624999999982,-0.916624999999982,-0.916624999999982,-0.916624999999982,-0.916624999999982,-0.916624999999982,-0.916624999999982,-0.916624999999982,-0.916624999999982,-0.916624999999982,-0.916624999999982,-0.916624999999982,0,0
1402,2379,-0.08337499999998954,-0.08337499999998954,-0.08337499999998954,-0.08337499999998954,-0.08337499999998954,-0.08337499999998954,-0.08337499999998954,-0.08337499999998954,-0.08337499999998954,-0.08337499999998954,-0.08337499999998954,-0.08337499999998954,-0.08337499999998954,-0.08337499999998954,-0.08337499999998954,-0.08337499999998954,-0.08337499999998954,0.16662500000001046,0.16662500000001046,0.16662500000001046,0.16662500000001046,0.16662500000001046,0.16662500000001046,0,0
1402,2408,-0.6026749999999907,-0.6026749999999907,-0.6026749999999907,-0.6026749999999907,-0.6026749999999907,-0.6026749999999907,-0.6026749999999907,-0.6026749999999907,-0.6026749999999907,-0.6026749999999907,-0.6026749999999907,-0.6026749999999907,-0.6026749999999907,-0.6026749999999907,-0.6026749999999907,-0.6026749999999907,-0.6026749999999907,-0.6026749999999907,-0.6026749999999907,-0.6026749999999907,-0.6026749999999907,-0.6026749999999907,-0.6026749999999907,0,0
1402,2439,0.37912500000001614,0.37912500000001614,0.37912500000001614,0.37912500000001614,0.37912500000001614,0.37912500000001614,0.37912500000001614,0.37912500000001614,0.37912500000001614,0.37912500000001614,0.37912500000001614,0.6306250000000091,0.6306250000000091,0.6306250000000091,0.8806250000000091,0.8806250000000091,0.8806250000000091,0.8806250000000091,0.8806250000000091,0.8806250000000091,0.8806250000000091,0.8806250000000091,0.8806250000000091,0,0
1402,2449,0.035174999999998846,0.035174999999998846,0.035174999999998846,0.035174999999998846,0.035174999999998846,0.035174999999998846,0.035174999999998846,0.035174999999998846,0.035174999999998846,0.035174999999998846,0.035174999999998846,0.035174999999998846,0.035174999999998846,0.035174999999998846,0.08532500000000098,0.08532500000000098,0.08532500000000098,0.08532500000000098,0.08532500000000098,0.08532500000000098,0.08532500000000098,0.08532500000000098,0.08532500000000098,0,0
1402,2454,-0.7663749999999823,-0.7663749999999823,-0.7663749999999823,-0.7663749999999823,-0.7663749999999823,-0.7663749999999823,-0.7663749999999823,-0.7663749999999823,-0.7663749999999823,-0.7663749999999823,-0.7663749999999823,-0.26712499999999295,-0.26712499999999295,-0.26712499999999295,-0.5163749999999823,-0.5163749999999823,-0.5163749999999823,-0.5163749999999823,-0.5163749999999823,-0.5163749999999823,-0.5163749999999823,-0.5163749999999823,-0.5163749999999823,0,0
1402,2887,0.2020000000000195,0.2020000000000195,0.2020000000000195,0.2020000000000195,0.2020000000000195,0.2020000000000195,0.2020000000000195,0.2020000000000195,0.2020000000000195,0.2020000000000195,0.2020000000000195,0.2020000000000195,0.2020000000000195,0.002900000000032321,0.002900000000032321,0.002900000000032321,0.002900000000032321,0.002900000000032321,0.002900000000032321,0.002900000000032321,0.002900000000032321,0.002900000000032321,0.002900000000032321,0,0
1303,1723,-1.5717500000000086,-1.5717500000000086,-1.5717500000000086,-1.5717500000000086,-1.5717500000000086,-1.5717500000000086,-1.5717500000000086,-1.5717500000000086,-1.5717500000000086,-1.5717500000000086,-1.5717500000000086,-0.07175000000000864,-0.07175000000000864,-0.07175000000000864,-0.07175000000000864,-0.07175000000000864,-0.07175000000000864,-0.07175000000000864,-0.07175000000000864,-0.07175000000000864,-0.07175000000000864,0.42824999999999136,0.42824999999999136,0,0
