loss,acc,winrate
89.85612487792969,21.561831642445846,0.0
106.87676239013672,22.40965176857691,80.50695500000731
93.43775939941406,22.813271181793255,64.23428000000679
95.81454467773438,23.352892788593365,247.16764000001498
92.99205017089844,24.02632300520976,115.81080500000732
90.11802673339844,24.816013161502603,196.44448000001313
85.37108612060547,26.00383877159309,179.52734000001385
75.00902557373047,27.84535234439265,253.2962800000151
84.3905029296875,30.377844803948452,341.7409700000196
69.41301727294922,39.85083630381135,372.4747750000218
63.01604080200195,47.95941870030162,456.061895000028
51.310951232910156,57.967644639429665,364.7643050000257
44.542362213134766,69.05511379215794,444.50976500003105
27.564111709594727,80.49465313956676,484.4366400000306
29.560802459716797,89.98190293391829,445.8424750000289
9.717460632324219,96.25774609267891,357.9805500000303
3.918545961380005,99.21250342747463,405.75090000003223
2.0806539058685303,99.93419248697559,394.40729500003073
0.609053909778595,99.99232245681382,379.8528300000305
0.7152106761932373,100.0,386.985960000031
1.0397193431854248,100.0,390.85801500003066
0.5458970665931702,100.0,392.9199600000308
0.48003026843070984,100.0,392.82356500003056
0.3048613667488098,100.0,390.8989350000308
1.216766595840454,100.0,392.4343950000305
2.2920901775360107,99.99890320811626,388.92596500003054
0.4851032793521881,100.0,383.52858000003044
0.5501596927642822,100.0,381.9705450000303
4.378540992736816,99.99670962434878,387.57905000003046
0.7235192060470581,100.0,390.5333750000304
0.565285861492157,100.0,389.6030750000303
0.5553842186927795,100.0,390.3075050000303
0.2758804261684418,100.0,391.67990500003026
0.5113352537155151,100.0,393.38920000003026
0.3031488060951233,100.0,387.9519550000303
0.5133140683174133,100.0,389.0932550000303
0.41709792613983154,100.0,388.6335550000303
0.470098078250885,100.0,387.30130500003037
0.20503735542297363,100.0,383.1324850000304
0.19841668009757996,100.0,383.1324850000304
0.7250526547431946,100.0,383.02483000003036
0.5485861301422119,100.0,383.66320500003036
0.13697409629821777,100.0,386.7594050000304
0.778383731842041,100.0,386.7594050000304
0.33379077911376953,100.0,383.66320500003036
0.4265957772731781,100.0,386.7094800000304
0.3030465543270111,100.0,387.4598550000305
0.5596113801002502,100.0,386.90750500003054
0.24275906383991241,100.0,386.90750500003054
0.478429913520813,100.0,386.90750500003054
0.5075134038925171,100.0,386.90750500003054
0.2798362374305725,100.0,385.62975500003057
0.3554449677467346,100.0,386.86805500003055
0.33955544233322144,100.0,385.62975500003057
0.547195315361023,100.0,385.62975500003057
0.704801619052887,100.0,386.86805500003055
0.8613848090171814,100.0,385.9877550000305
0.41506707668304443,100.0,385.9877550000305
0.6399219632148743,100.0,385.2106550000305
0.25759151577949524,100.0,385.27823000003053
