stock1,stock2,trade_capital,open,loss,reward,open_num
1326,2105,250.92305000000005,2.4000000000000017,10.0,-2.0269499999999567,1
1326,2327,1617.5700000000002,1.4000000000000008,20.0,0.07000000000005002,1
1326,2344,448.82575,2.7500000000000018,15.0,-1.6742499999999865,1
1326,2371,229.15575,2.200000000000001,6.0,-1.3442499999999882,1
1326,2409,167.854,1.4000000000000008,20.0,0.23000000000001108,1
1326,2883,171.74200000000002,2.7500000000000018,15.0,0.49200000000001154,1
1326,2884,200.19925,1.8000000000000012,5.0,0.19925000000002058,1
1326,6116,145.305,1.5000000000000009,5.0,0.30700000000001637,1
1605,2618,100.14955,1.8500000000000012,9.0,0.34954999999999714,1
1605,6505,141.3665,1.3000000000000007,23.0,0.283925,1
2049,2371,491.98012500000004,2.200000000000001,6.0,-2.050624999999968,1
2049,2883,434.56637500000005,1.3000000000000007,23.0,1.0326250000000385,1
2049,2885,448.046125,1.9500000000000013,5.0,0.5131250000000165,1
2049,2890,431.919,1.8000000000000012,5.0,1.036750000000005,1
2105,2610,90.03235000000001,1.3000000000000007,23.0,0.15697500000000986,1
2105,2882,182.61705,1.9500000000000013,5.0,0.21755000000003122,1
2105,4938,342.34175,2.7500000000000018,15.0,0.16615000000004443,1
2201,2327,1143.065,2.0000000000000013,6.0,8.515250000000066,1
2201,2823,136.67685,1.8000000000000012,5.0,0.027100000000011448,1
2201,2883,97.51637500000001,1.3000000000000007,23.0,0.19647500000000662,1
2201,3532,271.64875,2.200000000000001,6.0,-0.42449999999999477,1
2201,6505,223.44650000000001,2.200000000000001,6.0,0.3967500000000115,1
2207,2610,292.97425,2.7500000000000018,15.0,-0.22999999999998977,1
2313,3532,319.398,1.52,8.0,0.49450000000001637,1
2301,2371,147.865125,1.3000000000000007,23.0,-1.2777749999999841,1
2301,2890,86.967025,1.7500000000000009,15.0,0.11102500000000504,1
2327,2356,1157.511125,1.4800000000000009,11.0,8.511125000000064,1
2327,2371,1040.080125,1.8500000000000012,9.0,-7.9573749999998995,1
2327,2887,1108.9075,2.7500000000000018,15.0,18.57300000000012,1
2327,2890,1091.8075000000001,2.7500000000000018,15.0,13.601500000000122,1
2327,2915,1315.64,1.3000000000000007,23.0,3.976500000000044,1
2352,2890,90.01245,1.7500000000000009,15.0,0.2064500000000109,1
2344,2610,64.920075,1.3000000000000007,23.0,0.09470000000000667,1
2344,2880,106.61687500000001,2.1000000000000014,9.0,0.0868750000000098,1
2344,5871,123.84100000000001,2.1000000000000014,9.0,0.8110000000000106,1
2353,2887,137.36700000000002,1.7500000000000009,15.0,0.18250000000001876,1
2353,2890,53.038925000000006,2.7500000000000018,15.0,0.16532500000000638,1
2356,2371,162.20632500000002,10.0,25.0,0.45632500000001386,1
2356,2618,96.602125,2.7500000000000018,15.0,0.3014249999999983,1
2377,2884,217.3155,1.9500000000000013,5.0,0.4076250000000101,1
